set;name;foil;ck;mkm;available;profit;profitpct
Born of the Gods;Ornitharch;FALSE;0,21;0,01;20;-0,2;-0,952380952
Born of the Gods;Retraction Helix;FALSE;0,21;0,01;20;-0,2;-0,952380952
Born of the Gods;Satyr Nyx-Smith;FALSE;0,21;0,01;20;-0,2;-0,952380952
Born of the Gods;Spiteful Returned;FALSE;0,21;0,01;20;-0,2;-0,952380952
Born of the Gods;Vortex Elemental;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Candles' Glow;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Gale Force;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Gutwrencher Oni;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Hideous Laughter;FALSE;0,21;0,01;11;-0,2;-0,952380952
Champions of Kamigawa;Honden of Night's Reach;FALSE;0,21;0,01;14;-0,2;-0,952380952
Champions of Kamigawa;Jade Idol;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Kami of Ancient Law;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Kami of Old Stone;FALSE;0,21;0,01;13;-0,2;-0,952380952
Champions of Kamigawa;Kashi-Tribe Reaver;FALSE;0,21;0,01;18;-0,2;-0,952380952
Champions of Kamigawa;Lure;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Oni Possession;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Reach Through Mists;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Samurai Enforcers;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Soratami Mirror-Mage;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Struggle for Sanity;FALSE;0,21;0,01;20;-0,2;-0,952380952
Champions of Kamigawa;Thousand-legged Kami;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Active Volcano;FALSE;0,21;0,01;14;-0,2;-0,952380952
Chronicles;Ashnod's Transmogrant;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Blood of the Martyr;FALSE;0,21;0,01;13;-0,2;-0,952380952
Chronicles;Bog Rats;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Cocoon;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Divine Offering;FALSE;0,21;0,01;17;-0,2;-0,952380952
Chronicles;Emerald Dragonfly;FALSE;0,21;0,01;17;-0,2;-0,952380952
Chronicles;Fire Drake;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Fountain of Youth;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Goblin Artisans;FALSE;0,21;0,01;6;-0,2;-0,952380952
Chronicles;Indestructible Aura;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Kei Takahashi;FALSE;0,21;0,01;19;-0,2;-0,952380952
Chronicles;Marhault Elsdragon;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Metamorphosis;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Rabid Wombat;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Tobias Andrion;FALSE;0,21;0,01;19;-0,2;-0,952380952
Chronicles;Transmutation;FALSE;0,21;0,01;20;-0,2;-0,952380952
Chronicles;Wall of Shadows;FALSE;0,21;0,01;5;-0,2;-0,952380952
Chronicles;Wall of Vapor;FALSE;0,21;0,01;12;-0,2;-0,952380952
Coldsnap;Earthen Goo;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Frostweb Spider;FALSE;0,21;0,01;14;-0,2;-0,952380952
Coldsnap;Goblin Rimerunner;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Icefall;FALSE;0,21;0,01;19;-0,2;-0,952380952
Coldsnap;Karplusan Strider;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Kjeldoran War Cry;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Krovikan Rot;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Krovikan Whispers;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Martyr of Ashes;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Phobian Phantasm;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Rime Transfusion;FALSE;0,21;0,01;12;-0,2;-0,952380952
Coldsnap;Ronom Serpent;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Surging Flame;FALSE;0,21;0,01;19;-0,2;-0,952380952
Coldsnap;Thermopod;FALSE;0,21;0,01;20;-0,2;-0,952380952
Coldsnap;Ursine Fylgja;FALSE;0,21;0,01;20;-0,2;-0,952380952
Commander 2011;Gravedigger;FALSE;0,21;0,01;12;-0,2;-0,952380952
Commander 2013;Aerie Mystics;FALSE;0,21;0,01;20;-0,2;-0,952380952
Commander 2014;Mountain;FALSE;0,21;0,01;100;-0,2;-0,952380952
Commander 2014;Mountain;FALSE;0,21;0,01;100;-0,2;-0,952380952
Commander 2014;Mountain;FALSE;0,21;0,01;100;-0,2;-0,952380952
Commander 2014;Mountain;FALSE;0,21;0,01;100;-0,2;-0,952380952
Commander 2014;Shaper Parasite;FALSE;0,21;0,01;20;-0,2;-0,952380952
Commander 2015;Blood Bairn;FALSE;0,21;0,01;20;-0,2;-0,952380952
Commander 2015;Dreadbringer Lampads;FALSE;0,21;0,01;20;-0,2;-0,952380952
Commander 2015;Evolving Wilds;FALSE;0,21;0,01;20;-0,2;-0,952380952
Commander 2017;Cinder Barrens;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conflux;Corrupted Roots;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conflux;Dreadwing;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conflux;Ember Weaver;FALSE;0,21;0,01;12;-0,2;-0,952380952
Conflux;Mana Cylix;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conflux;Sacellum Archers;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conflux;Shambling Remains;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conflux;Spore Burst;FALSE;0,21;0,01;13;-0,2;-0,952380952
Conflux;Worldly Counsel;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Ajani's Sunstriker;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Boldwyr Intimidator;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Cogwork Tracker;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Compulsive Research;FALSE;0,21;0,01;13;-0,2;-0,952380952
Conspiracy;Council Guardian;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Fireshrieker;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Jetting Glasskite;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Lurking Automaton;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Morkrut Banshee;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Relic Crush;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Sky Spirit;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Typhoid Rats;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Woodvine Elemental;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy;Wrap in Vigor;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Burn Away;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Coiling Oracle;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Domesticated Hydra;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Emissary's Ploy;FALSE;0,21;0,01;8;-0,2;-0,952380952
Conspiracy: Take the Crown;Grenzo's Ruffians;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Into the Void;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Keepsake Gorgon;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Manaplasm;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Nessian Asp;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Overrun;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Public Execution;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Shimmering Grotto;FALSE;0,21;0,01;20;-0,2;-0,952380952
Conspiracy: Take the Crown;Stormchaser Chimera;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Avacyn's Collar;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Burning Oil;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Evolving Wilds;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Gravetiller Wurm;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Grim Flowering;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Harrowing Journey;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Haunted Fengraf;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Loyal Cathar // Unhallowed Cathar;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Niblis of the Urn;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Ray of Revelation;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Skirsdag Flayer;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Tracker's Instincts;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Warden of the Wall;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dark Ascension;Wolfhunter's Quiver;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Chimeric Egg;FALSE;0,21;0,01;19;-0,2;-0,952380952
Darksteel;Death-Mask Duplicant;FALSE;0,21;0,01;13;-0,2;-0,952380952
Darksteel;Demon's Horn;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Dismantle;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Emissary of Despair;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Karstoderm;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Kraken's Eye;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Neurok Transmuter;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Purge;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Tanglewalker;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Tears of Rage;FALSE;0,21;0,01;20;-0,2;-0,952380952
Darksteel;Wirefly Hive;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dissension;Brace for Impact;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dissension;Delirium Skeins;FALSE;0,21;0,01;9;-0,2;-0,952380952
Dissension;Drekavac;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dissension;Gnat Alley Creeper;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dissension;Paladin of Prahv;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dissension;Slithering Shade;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dissension;Wrecking Ball;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragon's Maze;Orzhov Guildgate;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Acid-Spewer Dragon;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Ainok Survivalist;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Atarka Monument;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Battle Mastery;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Display of Dominance;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Duress;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Encase in Ice;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Graceblade Artisan;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Gudul Lurker;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Kolaghan Forerunners;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Minister of Pain;FALSE;0,21;0,01;20;-0,2;-0,952380952
Dragons of Tarkir;Surge of Righteousness;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Abattoir Ghoul;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Butcher's Cleaver;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Goldnight Redeemer;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Human Frailty;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Mist Raven;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Moan of the Unhallowed;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Nephalia Smuggler;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Relentless Skaabs;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Sharpened Pitchfork;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Slayer of the Wicked;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Tandem Lookout;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Thraben Heretic;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Tooth Collector;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Tower Geist;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Blessed vs. Cursed;Voice of the Provinces;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Evolving Wilds;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Gustcloak Harrier;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Loxodon Partisan;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Mighty Leap;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Noble Templar;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Peel from Reality;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Kiora;Standing Troops;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Elspeth vs. Tezzeret;Clockwork Condor;FALSE;0,21;0,01;14;-0,2;-0,952380952
Duel Decks: Elspeth vs. Tezzeret;Glory Seeker;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Elspeth vs. Tezzeret;Kor Aeronaut;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Elspeth vs. Tezzeret;Moonglove Extract;FALSE;0,21;0,01;1;-0,2;-0,952380952
Duel Decks: Elspeth vs. Tezzeret;Razor Barrier;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Elspeth vs. Tezzeret;Seasoned Marshal;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Garruk vs. Liliana;Howling Banshee;FALSE;0,21;0,01;14;-0,2;-0,952380952
Duel Decks: Garruk vs. Liliana;Keening Banshee;FALSE;0,21;0,01;18;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Armory Guard;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Blood Ogre;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Ghor-Clan Savage;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Gorehorn Minotaurs;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Moment of Heroism;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Satyr Hedonist;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Shower of Sparks;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Somberwald Vigilante;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Stun Sniper;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Heroes vs. Monsters;Valley Rannet;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Brain Weevil;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Ghoul's Feast;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Greater Mossdog;FALSE;0,21;0,01;18;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Grim Flowering;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Izzet Chronarch;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Nightmare Void;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Nivix, Aerie of the Firemind;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Pyromatics;FALSE;0,21;0,01;11;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Quicksilver Dagger;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Reminisce;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Shrewd Hatchling;FALSE;0,21;0,01;15;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Steamcore Weird;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Stingerfling Spider;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Street Spasm;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Thunderheads;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Izzet vs. Golgari;Vacuumelt;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Jace vs. Vraska;Highway Robber;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Jace vs. Vraska;Stonefare Crocodile;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Knights vs. Dragons;Knight of Cliffhaven;FALSE;0,21;0,01;10;-0,2;-0,952380952
Duel Decks: Knights vs. Dragons;Lionheart Maverick;FALSE;0,21;0,01;7;-0,2;-0,952380952
Duel Decks: Nissa vs. Ob Nixilis;Citanul Woodreaders;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Nissa vs. Ob Nixilis;Tendrils of Corruption;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Nissa vs. Ob Nixilis;Thornweald Archer;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Nissa vs. Ob Nixilis;Vines of the Recluse;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Phyrexia vs. the Coalition;Terramorphic Expanse;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Absorb Vis;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Bloodrage Vampire;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Coal Stoker;FALSE;0,21;0,01;15;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Decompose;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Doomed Traveler;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Duskhunter Bat;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Gang of Devils;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Geistflame;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Mad Prophet;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Mark of the Vampire;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Mausoleum Guard;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Mountain;FALSE;0,21;0,01;45;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Mountain;FALSE;0,21;0,01;45;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Mountain;FALSE;0,21;0,01;45;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Revenant Patriarch;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Scorched Rusalka;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Sorin vs. Tibalt;Sengir Vampire;FALSE;0,21;0,01;14;-0,2;-0,952380952
Duel Decks: Speed vs. Cunning;Aquamorph Entity;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Speed vs. Cunning;Coral Trickster;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Speed vs. Cunning;Fiery Fall;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Cosi's Ravager;FALSE;0,21;0,01;13;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Earth Servant;FALSE;0,21;0,01;14;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Geyser Glider;FALSE;0,21;0,01;18;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Jedit's Dragoons;FALSE;0,21;0,01;16;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Pilgrim's Eye;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Slith Strider;FALSE;0,21;0,01;7;-0,2;-0,952380952
Duel Decks: Venser vs. Koth;Stone Giant;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Affa Guard Hound;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Bloodthrone Vampire;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Emrakul's Hatcher;FALSE;0,21;0,01;19;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Frontier Guide;FALSE;0,21;0,01;12;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Grazing Gladehart;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Heartstabber Mosquito;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Kabira Vindicator;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Marsh Casualties;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Oust;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Read the Bones;FALSE;0,21;0,01;17;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Tajuru Archer;FALSE;0,21;0,01;11;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Territorial Baloth;FALSE;0,21;0,01;20;-0,2;-0,952380952
Duel Decks: Zendikar vs. Eldrazi;Torch Slinger;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Anaba Shaman;FALSE;0,21;0,01;14;-0,2;-0,952380952
Eighth Edition;Balduvian Barbarians;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Crossbow Infantry;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Dark Banishing;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Deathgazer;FALSE;0,21;0,01;5;-0,2;-0,952380952
Eighth Edition;Demolish;FALSE;0,21;0,01;10;-0,2;-0,952380952
Eighth Edition;Diving Griffin;FALSE;0,21;0,01;8;-0,2;-0,952380952
Eighth Edition;Drudge Skeletons;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Fear;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Flash Counter;FALSE;0,21;0,01;9;-0,2;-0,952380952
Eighth Edition;Flight;FALSE;0,21;0,01;19;-0,2;-0,952380952
Eighth Edition;Giant Badger;FALSE;0,21;0,01;12;-0,2;-0,952380952
Eighth Edition;Giant Spider;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Holy Strength;FALSE;0,21;0,01;16;-0,2;-0,952380952
Eighth Edition;Honor Guard;FALSE;0,21;0,01;18;-0,2;-0,952380952
Eighth Edition;Horned Troll;FALSE;0,21;0,01;8;-0,2;-0,952380952
Eighth Edition;Hunted Wumpus;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Index;FALSE;0,21;0,01;16;-0,2;-0,952380952
Eighth Edition;Inspiration;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Iron Star;FALSE;0,21;0,01;11;-0,2;-0,952380952
Eighth Edition;Llanowar Behemoth;FALSE;0,21;0,01;3;-0,2;-0,952380952
Eighth Edition;Master Decoy;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Moss Monster;FALSE;0,21;0,01;13;-0,2;-0,952380952
Eighth Edition;Nausea;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Ogre Taskmaster;FALSE;0,21;0,01;1;-0,2;-0,952380952
Eighth Edition;Patagia Golem;FALSE;0,21;0,01;15;-0,2;-0,952380952
Eighth Edition;Phyrexian Hulk;FALSE;0,21;0,01;8;-0,2;-0,952380952
Eighth Edition;Ravenous Rats;FALSE;0,21;0,01;16;-0,2;-0,952380952
Eighth Edition;Redeem;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Rushwood Dryad;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Sacred Nectar;FALSE;0,21;0,01;19;-0,2;-0,952380952
Eighth Edition;Sage Owl;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Serpent Warrior;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Severed Legion;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Solidarity;FALSE;0,21;0,01;17;-0,2;-0,952380952
Eighth Edition;Standing Troops;FALSE;0,21;0,01;20;-0,2;-0,952380952
Eighth Edition;Storm Crow;FALSE;0,21;0,01;4;-0,2;-0,952380952
Eighth Edition;Trained Armodon;FALSE;0,21;0,01;20;-0,2;-0,952380952
